Temperature,Rainfall,Humidity,Soil_pH,Nitrogen,Phosphorus,Potassium,Altitude,Region,Crop
26.76,1076.09,52.43,7.38,56.89,53.58,44.94,1681.25,1,Ragi
27.1,614.06,63.69,6.37,68.81,50.29,35.11,1271.37,1,Ragi
27.86,1729.42,79.24,6.31,82.05,60.21,71.96,272.61,1,Rice
33.33,1992.96,66.61,5.53,114.23,40.47,74.61,313.53,1,Rice
24.77,469.11,63.65,6.78,54.36,44.63,30.6,366.76,0,Jowar
21.15,1245.57,62.06,7.45,73.19,67.12,67.46,584.95,1,Corn
22.98,583.97,31.45,7.27,39.89,29.09,43.09,163.3,0,Jowar
35.41,2080.03,77.72,6.63,100.08,43.39,63.47,584.4,1,Rice
16.55,862.69,48.05,5.1,66.02,55.4,34.4,1570.07,1,Ragi
15.47,699.98,46.91,6.23,69.47,54.66,54.25,1020.69,1,Ragi
30.64,908.76,71.11,6.37,85.5,49.74,49.21,804.61,1,Corn
22.13,1952.31,79.53,5.5,99.3,48.27,65.01,96.7,1,Rice
29.97,796.11,62.83,5.89,68.31,55.14,59.38,1090.01,1,Ragi
25.03,1495.2,70.69,6.11,94.83,63.29,40.3,1278.59,1,Corn
26.25,1351.79,84.2,6.49,83.04,55.14,79.01,307.65,1,Rice
21.56,1506.56,76.29,7.11,74.76,57.11,45.15,956.54,1,Corn
14.67,877.73,38.81,6.92,49.97,29.68,46.12,1061.95,1,Ragi
29.42,790.5,68.73,6.19,61.48,46.74,44.13,1318.64,1,Corn
19.1,617.13,77.24,6.67,74.51,47.27,58.8,913.7,1,Corn
16.55,1171.11,48.14,5.85,56.66,31.92,45.28,751.79,1,Ragi
22.7,1260.7,85.29,6.06,85.99,61.5,71.41,135.56,1,Rice
34.02,728.36,42.51,7.55,41.12,33.2,47.52,377.68,0,Jowar
25.58,774.77,65.56,5.78,64.79,53.66,42.66,976.27,1,Ragi
33.76,436.3,47.07,7.36,60.97,37.02,46.8,466.32,0,Jowar
29.69,1366.32,82.06,6.47,117.54,42.28,41.8,164.49,1,Rice
28.25,968.82,34.6,6.06,59.33,26.34,43.65,339.61,0,Jowar
22.64,2208.82,68.07,6.13,106.66,52.79,41.76,219.32,1,Rice
26.32,554.18,52.09,5.72,52.89,59.96,49.76,1465.98,1,Ragi
28.93,471.99,47.57,5.99,41.6,39.6,33.81,482.02,0,Jowar
24.73,736.02,53.66,5.58,80.65,35.26,42.49,644.39,1,Ragi
25.98,1415.67,58.51,6.29,92.53,55.73,67.62,725.16,1,Corn
29.35,607.97,32.79,7.93,57.09,47.26,41.24,188.04,0,Jowar
27.2,2022.02,86.98,5.56,111.33,50.59,56.65,2.1,1,Rice
27.61,817.15,64.63,6.51,76.57,43.06,48.86,1363.37,1,Ragi
29.92,2013.69,81.63,5.69,108.08,75.99,46.82,138.85,1,Rice
26.1,1467.44,59.37,7.33,70.09,69.22,59.65,851.66,1,Corn
30.23,2171.49,65.42,5.8,116.11,70.33,76.66,458.51,1,Rice
23.31,1702.78,83.23,5.7,88.14,68.21,68.12,377.84,1,Rice
31.82,1914.43,72.15,6.84,83.59,59.13,39.88,275.45,1,Rice
21.12,513.17,63.58,7.03,61.97,39.56,52.96,1255.28,1,Ragi
24.76,2081.01,89.37,5.65,107.32,58.03,75.0,109.06,1,Rice
24.2,979.8,60.85,5.12,73.66,43.26,37.39,885.26,1,Ragi
26.65,897.37,69.89,5.56,64.93,60.32,46.1,1326.42,1,Corn
22.16,1192.81,69.38,5.92,61.41,53.14,57.22,1353.23,1,Corn
19.33,1429.58,60.36,7.32,97.85,40.22,53.96,329.98,1,Corn
24.13,1360.66,72.99,6.07,72.55,60.09,56.62,491.93,1,Corn
18.57,274.94,45.53,6.5,58.57,52.07,45.69,1677.22,0,Wheat
26.75,1087.45,69.33,5.81,75.77,34.9,52.11,1499.92,1,Ragi
5.9,357.69,32.35,6.77,68.05,56.09,39.06,2113.64,0,Wheat
33.42,1824.75,88.7,6.75,86.74,76.16,43.59,479.82,1,Rice
25.78,902.77,63.92,6.88,45.84,45.47,32.88,276.72,0,Jowar
7.96,238.01,50.94,6.44,79.71,50.18,34.57,2858.25,0,Wheat
21.19,496.89,38.26,6.84,65.57,31.55,40.8,366.23,0,Jowar
27.92,1155.68,65.46,6.37,83.96,47.15,68.39,1008.08,1,Corn
18.57,664.85,48.54,7.29,87.83,50.47,38.48,1678.7,0,Wheat
16.85,715.26,67.78,5.4,78.62,36.17,52.24,1255.96,1,Ragi
29.1,1850.4,65.63,6.78,106.8,73.33,74.17,447.18,1,Rice
31.51,1407.71,53.12,6.55,69.91,52.93,66.91,939.04,1,Corn
20.15,796.77,52.37,6.93,65.61,37.02,54.69,2995.49,0,Wheat
23.14,559.68,35.77,7.43,60.55,33.7,41.25,366.25,0,Jowar
17.75,397.48,28.96,7.08,62.44,36.12,35.47,1495.8,0,Wheat
29.96,878.02,61.73,6.21,93.24,41.28,49.2,1114.79,1,Corn
26.94,936.99,58.65,5.3,64.85,58.7,56.58,1119.24,1,Ragi
30.62,608.04,74.01,7.37,91.17,43.64,42.17,322.36,1,Corn
26.22,1768.79,83.41,6.41,115.99,57.93,64.47,380.69,1,Rice
25.44,1413.16,59.51,6.65,80.21,54.81,53.8,547.94,1,Corn
24.77,729.2,40.17,6.45,55.4,23.62,22.7,195.67,0,Jowar
26.9,1500.1,62.11,6.33,69.97,43.38,64.45,612.24,1,Corn
31.5,2244.91,67.88,6.48,107.72,64.1,43.98,504.7,1,Rice
25.41,1089.46,52.53,5.41,70.45,41.44,50.76,930.98,1,Ragi
12.06,267.05,38.89,7.1,87.03,38.93,42.55,1139.89,0,Wheat
24.97,1458.89,54.98,6.93,84.28,60.19,50.34,674.69,1,Corn
24.01,2374.33,62.09,6.23,87.38,40.59,40.47,95.44,1,Rice
27.45,1062.37,46.65,5.56,72.57,57.83,32.78,1139.28,1,Ragi
16.13,593.45,40.81,7.52,73.13,54.3,45.99,967.03,1,Ragi
29.48,2018.19,86.24,6.39,103.7,79.94,70.58,268.47,1,Rice
20.18,1152.39,59.7,5.17,72.7,43.2,30.85,1247.51,1,Ragi
20.21,469.31,60.54,7.49,46.18,35.03,30.61,365.5,0,Jowar
26.38,2463.65,79.0,6.73,84.95,74.25,76.68,289.91,1,Rice
28.45,1379.95,78.53,5.91,72.86,47.52,51.08,1400.73,1,Corn
26.18,1145.12,67.71,5.42,74.22,51.61,37.08,675.64,1,Ragi
22.56,891.25,54.73,7.77,33.75,49.07,25.64,0.0,0,Jowar
32.62,992.59,52.57,6.55,68.88,44.53,38.51,360.56,0,Jowar
29.61,591.52,43.41,6.52,43.28,32.03,41.32,252.83,0,Jowar
20.74,721.25,77.91,5.79,82.2,58.25,56.76,423.47,1,Corn
20.85,680.81,46.46,6.18,61.86,64.04,41.31,1006.47,0,Wheat
25.62,449.43,61.61,6.17,55.33,32.0,31.77,335.78,0,Jowar
27.95,453.87,45.51,8.0,63.32,46.74,44.63,50.9,0,Jowar
24.04,1362.88,77.66,6.64,101.62,44.87,71.44,371.49,1,Rice
20.4,751.66,42.51,6.66,56.75,46.18,38.91,432.97,0,Jowar
21.09,739.5,43.95,5.98,46.72,52.17,36.41,671.7,1,Ragi
19.63,1103.71,78.35,7.08,82.83,59.19,67.7,811.87,1,Corn
25.53,748.93,47.42,7.37,31.38,27.98,44.02,34.35,0,Jowar
33.37,2344.52,79.61,5.81,114.27,75.28,47.7,440.82,1,Rice
23.66,786.11,51.06,5.55,67.01,59.27,35.42,1318.01,1,Ragi
23.4,555.77,49.01,6.37,43.36,30.41,25.55,110.22,0,Jowar
30.33,2405.79,81.37,5.8,80.34,49.89,63.2,24.81,1,Rice
32.97,1865.61,60.49,5.94,105.12,79.54,65.57,158.83,1,Rice
9.95,439.39,30.44,6.64,54.35,48.27,51.94,924.44,0,Wheat
33.9,728.37,46.81,6.09,66.48,21.26,49.21,253.33,0,Jowar
28.22,1304.64,71.95,6.71,116.54,48.45,42.99,529.52,1,Rice
12.93,636.42,54.47,6.12,63.53,55.92,43.87,1518.49,0,Wheat
15.38,601.75,66.84,5.97,56.15,29.9,29.45,1443.82,1,Ragi
32.61,820.79,57.62,6.7,46.19,31.81,25.76,30.62,0,Jowar
14.46,572.61,40.29,6.47,53.05,56.79,56.85,2283.0,0,Wheat
32.69,2139.32,84.63,6.3,99.06,46.86,54.09,270.08,1,Rice
21.02,1015.27,68.37,5.71,65.2,46.2,68.0,764.47,1,Corn
22.97,2439.47,62.68,6.35,110.04,75.96,69.68,492.23,1,Rice
7.82,236.15,48.29,6.69,82.93,33.25,34.86,1472.11,0,Wheat
32.41,681.68,52.16,5.96,100.13,70.23,60.51,1364.7,1,Corn
8.96,229.2,45.07,6.5,57.32,41.37,31.76,2891.29,0,Wheat
19.98,797.95,64.47,5.59,78.52,52.58,63.39,726.05,1,Corn
32.13,636.53,49.42,7.72,63.37,30.36,25.48,379.75,0,Jowar
31.25,878.2,52.86,7.25,97.09,59.58,58.93,1292.68,1,Corn
16.09,747.68,39.72,6.48,65.74,45.37,32.71,1897.93,0,Wheat
20.85,1101.5,62.64,5.69,44.96,37.73,57.79,1299.62,1,Ragi
17.64,718.81,27.11,6.77,78.58,49.43,53.76,2603.57,0,Wheat
24.89,372.61,39.58,7.89,61.7,27.72,35.47,402.02,0,Jowar
27.78,493.6,62.33,7.52,59.37,41.34,26.08,106.18,0,Jowar
32.17,1847.72,75.97,6.15,81.45,44.6,41.55,384.74,1,Rice
14.62,234.11,47.4,6.11,75.76,54.72,37.66,2609.96,0,Wheat
27.37,750.1,55.54,7.35,61.06,53.72,49.25,1096.54,1,Corn
26.44,1345.66,71.47,5.93,114.7,53.19,72.22,541.72,1,Rice
24.75,562.42,58.49,6.14,46.19,36.12,37.76,373.76,0,Jowar
24.04,1118.95,57.26,6.77,98.29,40.71,65.83,967.09,1,Corn
30.41,1589.51,82.42,6.64,99.66,78.25,44.23,2.21,1,Rice
28.84,902.18,59.83,7.27,53.55,48.46,30.98,822.31,1,Ragi
19.83,1174.98,58.29,6.02,45.76,58.99,54.03,931.78,1,Ragi
27.73,702.14,35.2,6.21,34.89,23.0,38.26,97.89,0,Jowar
24.39,600.09,34.65,6.56,39.22,34.22,47.81,57.83,0,Jowar
26.57,2010.18,61.52,6.81,119.16,78.9,70.14,79.54,1,Rice
21.15,779.79,50.81,6.57,66.9,29.45,33.82,275.13,0,Jowar
24.19,2234.29,76.3,6.09,84.84,74.33,46.01,183.02,1,Rice
31.11,526.11,37.24,6.31,44.12,44.91,44.33,186.37,0,Jowar
28.76,470.98,37.71,6.85,39.29,46.99,25.45,234.8,0,Jowar
22.02,742.94,50.09,6.31,33.91,48.72,31.13,106.88,0,Jowar
18.11,685.8,53.43,7.04,60.81,45.6,58.62,2912.07,0,Wheat
27.82,881.96,42.29,7.28,39.7,23.19,43.75,48.64,0,Jowar
27.63,949.73,51.65,7.38,63.88,40.92,33.08,268.25,0,Jowar
26.26,539.34,58.69,6.37,80.0,45.36,32.74,1270.32,1,Ragi
25.59,1528.57,87.56,5.89,91.44,70.75,58.36,469.78,1,Rice
9.64,622.66,27.43,7.28,58.16,55.32,38.77,959.77,0,Wheat
27.26,604.26,59.36,5.77,68.21,66.43,40.37,556.37,1,Corn
33.29,2216.07,76.96,6.61,115.06,56.11,53.03,400.04,1,Rice
23.63,703.97,30.2,6.52,50.08,36.87,47.45,319.44,0,Jowar
28.59,716.0,35.6,7.02,38.09,24.67,48.86,311.33,0,Jowar
23.51,398.61,37.11,6.09,33.09,32.25,26.2,251.01,0,Jowar
21.88,847.71,46.44,6.58,54.81,60.18,44.71,1186.15,1,Ragi
15.77,1134.17,40.15,5.69,49.43,37.95,33.27,1523.19,1,Ragi
23.81,1476.97,73.18,7.28,77.04,46.68,52.02,1155.93,1,Corn
14.92,462.96,35.54,6.1,60.05,36.88,48.93,2123.26,0,Wheat
17.46,573.54,44.39,7.19,61.17,44.04,33.23,1379.73,1,Ragi
25.06,1211.68,61.69,6.93,90.65,69.99,64.21,221.39,1,Rice
11.68,595.83,59.18,6.78,90.02,40.94,31.44,1168.1,0,Wheat
34.99,429.28,47.86,6.7,49.49,38.14,34.09,217.61,0,Jowar
16.09,985.36,57.18,5.29,48.72,48.25,40.1,1738.11,1,Ragi
31.29,2308.56,84.71,6.09,106.44,48.01,51.53,535.88,1,Rice
31.36,467.25,45.35,7.0,56.7,38.47,43.79,17.09,0,Jowar
24.48,1394.34,55.47,6.09,65.15,47.27,48.11,1410.59,1,Corn
34.63,2102.14,75.61,6.45,115.8,63.52,41.91,565.53,1,Rice
15.32,780.89,44.42,7.18,61.34,36.31,44.45,1471.51,1,Ragi
8.62,213.04,51.32,6.22,84.63,52.43,37.94,1146.07,0,Wheat
24.54,1032.24,50.57,6.02,51.14,34.02,36.48,1568.11,1,Ragi
11.66,302.3,43.4,6.7,90.93,52.09,58.22,1541.79,0,Wheat
18.31,1075.9,45.6,5.16,67.11,41.39,56.92,1373.49,1,Ragi
26.56,614.66,50.77,6.57,62.37,39.45,43.93,965.62,1,Corn
20.12,700.31,46.54,7.14,68.06,49.65,32.66,1002.57,0,Wheat
24.29,875.06,71.22,6.54,92.84,54.82,45.66,1306.43,1,Corn
17.02,800.18,62.81,6.98,46.14,30.94,52.3,1037.3,1,Ragi
23.3,856.78,42.81,5.03,78.28,41.13,47.92,693.89,1,Ragi
22.82,2405.47,75.99,5.94,94.94,57.26,63.39,303.12,1,Rice
26.43,2219.37,70.14,5.6,100.95,72.92,70.95,96.23,1,Rice
23.48,1223.1,59.84,5.97,73.13,36.61,43.03,1031.3,1,Ragi
19.63,872.56,79.9,6.64,76.03,67.39,54.33,685.62,1,Corn
5.66,801.74,28.65,7.03,60.39,43.9,52.79,1762.12,0,Wheat
31.13,1503.2,76.87,7.51,70.76,65.91,65.34,583.6,1,Corn
19.61,236.13,43.49,6.81,84.52,33.48,38.48,1695.0,0,Wheat
32.45,982.72,62.9,7.83,51.23,31.3,34.45,349.92,0,Jowar
25.23,534.21,41.34,6.37,66.64,32.29,27.73,227.95,0,Jowar
8.82,429.04,36.77,6.91,80.29,38.91,35.99,2252.27,0,Wheat
24.06,652.35,49.45,7.92,65.03,44.21,45.02,217.4,0,Jowar
26.22,733.31,65.7,5.95,89.2,55.48,51.97,618.9,1,Corn
17.39,1099.19,45.34,5.77,51.0,41.87,38.34,1193.71,1,Ragi
23.76,1306.23,68.8,5.78,116.95,50.16,80.42,216.03,1,Rice
17.92,719.68,67.91,5.62,66.25,49.24,41.44,521.12,1,Corn
19.94,859.87,52.22,6.39,94.33,41.56,61.08,1427.22,1,Corn
27.85,920.4,58.81,6.84,40.35,32.95,45.55,121.47,0,Jowar
17.47,1094.13,56.76,7.13,58.08,41.93,58.01,906.94,1,Ragi
28.08,708.92,67.27,6.29,63.32,44.99,32.59,1038.05,1,Ragi
23.85,1481.66,67.57,7.24,98.3,60.37,56.58,305.31,1,Corn
21.19,805.96,47.29,7.05,58.91,45.97,38.81,814.81,1,Ragi
30.18,1044.94,51.17,5.69,73.72,67.13,59.71,1330.33,1,Corn
29.16,703.21,67.74,5.28,67.55,58.07,35.92,1770.61,1,Ragi
27.08,1590.22,61.79,5.84,89.6,59.18,69.72,282.5,1,Rice
21.49,775.38,57.98,7.69,38.26,47.88,40.64,450.5,0,Jowar
21.92,1012.77,62.73,6.89,83.82,58.59,60.68,643.67,1,Corn
15.63,516.93,36.76,6.93,59.46,56.9,37.1,1140.21,0,Wheat
22.03,1608.68,82.73,5.47,91.31,54.57,60.14,538.37,1,Rice
29.93,2330.75,81.55,6.69,90.53,46.6,69.53,479.12,1,Rice
7.19,387.49,25.67,6.02,65.23,62.54,60.1,1921.22,0,Wheat
21.01,360.09,50.23,6.86,58.94,38.8,46.81,1718.56,0,Wheat
30.99,1485.95,62.42,6.52,106.1,50.88,77.98,90.11,1,Rice
24.24,559.84,34.7,6.57,41.77,35.24,39.5,186.43,0,Jowar
21.52,756.65,52.08,7.08,56.72,23.64,36.81,145.17,0,Jowar
21.22,897.87,47.52,7.7,54.42,40.71,50.06,118.77,0,Jowar
17.15,785.34,46.39,6.97,84.74,53.96,56.16,1320.27,0,Wheat
20.85,1008.82,62.1,6.06,65.92,62.22,69.06,1226.9,1,Corn
23.97,673.46,66.16,6.21,87.9,69.21,55.24,866.18,1,Corn
28.01,1521.75,67.94,5.94,111.22,60.96,51.85,360.17,1,Rice
28.2,804.3,43.37,6.12,50.26,39.42,53.85,697.5,1,Ragi
28.32,1721.92,75.75,6.39,80.12,58.38,78.36,309.59,1,Rice
27.55,1497.27,53.02,6.84,71.79,59.51,58.53,487.19,1,Corn
31.73,1092.73,68.18,6.5,73.56,43.55,54.13,381.77,1,Corn
12.48,724.44,56.61,7.31,54.09,58.79,62.23,1585.09,0,Wheat
5.19,604.71,39.86,6.77,58.61,49.34,64.3,961.88,0,Wheat
21.07,602.97,56.41,6.01,94.24,58.05,41.03,448.2,1,Corn
23.62,1005.6,68.4,7.29,78.24,37.61,34.21,965.39,1,Ragi
24.9,945.39,30.4,7.15,51.27,26.12,32.41,321.56,0,Jowar
29.08,1425.38,63.29,5.55,87.8,76.41,50.44,220.37,1,Rice
6.15,642.5,43.98,6.3,71.75,36.52,45.47,2560.13,0,Wheat
26.48,588.62,53.76,6.51,56.72,30.54,53.23,609.87,1,Ragi
24.19,982.52,35.33,7.47,29.96,37.84,47.44,143.56,0,Jowar
34.47,547.13,45.62,6.05,45.37,36.79,48.25,254.88,0,Jowar
17.27,677.6,35.53,6.45,87.23,43.25,32.87,2127.91,0,Wheat
30.71,1384.31,63.36,6.31,81.68,46.96,41.22,1423.59,1,Corn
31.66,716.45,55.0,6.86,81.93,40.73,42.04,1367.5,1,Corn
22.2,998.64,73.87,5.81,71.26,60.08,49.16,1247.97,1,Corn
14.76,750.81,43.53,6.21,73.08,33.31,37.25,869.59,0,Wheat
25.55,2238.88,69.41,6.19,80.62,43.0,55.8,288.99,1,Rice
20.84,550.28,50.52,6.28,46.99,50.09,60.28,1145.51,1,Ragi
32.54,2229.58,88.12,6.28,98.48,55.37,45.44,336.53,1,Rice
19.71,786.85,73.33,6.68,94.04,45.3,41.98,290.73,1,Corn
32.19,2372.5,67.31,6.42,109.89,68.43,57.56,21.54,1,Rice
25.34,663.44,35.7,7.25,43.82,45.07,42.2,300.26,0,Jowar
8.39,510.49,30.74,6.94,61.01,57.27,57.85,1815.97,0,Wheat
21.81,1004.51,71.55,6.26,97.38,43.01,51.31,1152.56,1,Corn
22.5,858.76,30.84,6.35,54.05,41.98,48.05,358.24,0,Jowar
33.97,555.48,62.49,6.64,70.11,29.14,49.31,33.8,0,Jowar
33.26,725.43,57.3,6.31,41.77,43.07,26.06,186.84,0,Jowar
17.0,382.9,44.51,6.96,74.03,62.34,61.75,2939.29,0,Wheat
9.05,624.65,48.95,7.39,85.04,64.05,61.62,2723.19,0,Wheat
5.73,628.97,49.28,7.33,77.51,57.86,54.96,2176.08,0,Wheat
23.61,506.52,52.01,6.81,35.87,39.79,36.07,420.54,0,Jowar
5.9,512.3,41.47,6.39,54.34,46.49,59.05,2388.28,0,Wheat
23.38,566.05,62.47,7.64,57.38,22.11,32.19,276.08,0,Jowar
27.23,2459.06,61.25,6.25,86.02,78.06,43.76,234.45,1,Rice
26.53,1245.97,75.41,5.76,93.05,54.87,53.95,813.0,1,Corn
26.12,2139.16,83.29,5.67,101.33,60.88,55.29,564.96,1,Rice
22.76,491.53,41.5,7.31,84.5,57.11,47.73,1527.84,0,Wheat
21.31,848.23,56.81,7.05,98.74,62.06,66.99,1071.94,1,Corn
21.87,678.73,59.94,7.46,69.85,54.55,34.04,1772.29,0,Wheat
34.5,1987.21,84.83,6.83,89.51,48.74,64.7,249.18,1,Rice
33.76,2237.62,78.36,6.79,111.18,46.82,75.06,317.14,1,Rice
8.52,623.36,34.91,6.4,85.11,35.64,32.21,1391.79,0,Wheat
28.45,2168.25,82.54,7.04,87.79,45.93,70.74,364.72,1,Rice
17.0,883.38,56.41,5.22,56.76,55.63,55.71,719.36,1,Ragi
29.5,698.5,43.87,6.74,57.13,43.65,41.47,110.34,0,Jowar
28.38,2445.64,71.15,5.55,80.67,55.14,46.02,10.22,1,Rice
27.91,591.37,65.39,7.06,69.47,57.31,59.28,1078.18,1,Corn
22.17,1460.61,67.11,7.47,74.54,53.49,49.5,517.06,1,Corn
20.59,487.61,58.07,6.25,38.77,33.23,35.14,378.05,0,Jowar
23.64,635.38,52.02,7.13,66.76,50.18,56.67,1679.38,1,Ragi
23.88,1228.15,79.13,6.45,93.25,42.62,56.14,184.27,1,Rice
26.38,946.92,51.16,6.92,34.6,35.21,45.9,320.0,0,Jowar
30.43,411.59,60.1,6.27,34.56,24.91,48.45,343.03,0,Jowar
7.61,568.92,42.38,6.15,66.22,48.28,59.2,970.04,0,Wheat
30.03,2113.15,76.79,5.51,93.05,60.71,43.51,210.35,1,Rice
26.75,416.2,32.88,7.03,69.18,41.07,22.4,97.4,0,Jowar
18.2,402.86,57.89,7.26,61.03,29.76,39.88,1413.84,0,Wheat
15.12,784.04,64.2,5.62,55.18,30.07,42.35,1281.89,1,Ragi
32.16,2082.32,80.23,6.16,115.04,66.58,67.96,504.99,1,Rice
17.89,952.91,61.98,6.4,86.66,48.24,48.44,362.44,1,Corn
10.33,376.43,36.91,6.91,74.05,48.71,56.62,1511.47,0,Wheat
32.75,451.79,59.04,6.72,54.24,24.42,21.82,106.29,0,Jowar
28.8,581.67,57.2,7.31,57.09,55.94,35.06,1732.96,1,Ragi
21.97,1283.62,70.98,5.67,101.31,66.65,71.1,110.82,1,Rice
17.66,525.05,38.18,7.21,73.1,43.48,33.65,2768.09,0,Wheat
26.64,1162.52,53.67,5.88,79.89,44.3,45.62,1031.52,1,Ragi
23.3,2050.93,84.52,6.07,110.81,78.43,48.01,312.55,1,Rice
22.06,1079.23,68.23,6.37,66.96,57.43,33.29,881.82,1,Ragi
16.44,838.8,44.51,7.44,45.88,44.32,40.62,1364.19,1,Ragi
6.58,347.43,26.84,6.77,63.57,36.99,56.92,1256.5,0,Wheat
22.63,910.2,50.54,6.83,35.75,47.24,41.62,93.71,0,Jowar
14.82,1065.04,63.35,5.24,62.06,43.24,32.88,1769.91,1,Ragi
30.61,1261.11,76.15,5.92,91.8,53.8,64.54,197.29,1,Rice
20.11,749.97,58.74,7.17,86.51,38.39,37.09,816.06,0,Wheat
28.57,2085.93,62.41,5.92,112.46,58.51,61.98,260.9,1,Rice
25.85,811.47,55.68,6.0,81.23,48.89,69.18,864.15,1,Corn
12.68,282.16,49.98,6.27,79.01,46.42,45.53,2669.63,0,Wheat
24.21,2126.13,67.77,5.52,104.84,46.43,76.97,565.83,1,Rice
17.24,671.16,57.72,6.92,66.34,39.27,36.36,1254.27,0,Wheat
17.41,813.01,55.98,6.39,74.88,36.58,55.66,1445.73,1,Ragi
24.44,667.7,53.15,7.07,63.07,42.41,21.3,494.77,0,Jowar
28.42,2074.6,60.77,5.61,107.93,42.4,42.37,2.42,1,Rice
25.09,651.57,58.17,6.85,47.87,31.21,33.34,1321.31,1,Ragi
29.01,1177.66,55.48,6.14,51.46,58.98,34.5,1297.9,1,Ragi
28.0,633.09,62.48,6.23,67.92,26.23,42.5,162.61,0,Jowar
26.81,460.2,61.81,6.89,58.38,30.35,19.9,43.59,0,Jowar
27.29,990.28,42.85,7.09,66.37,50.6,40.57,1651.99,1,Ragi
22.11,836.65,43.07,6.7,73.99,38.1,43.4,1614.17,1,Ragi
10.4,215.39,47.52,6.79,67.95,61.48,35.59,818.43,0,Wheat
30.88,548.24,58.44,7.28,54.41,31.21,35.08,304.73,0,Jowar
15.56,491.7,55.41,6.82,69.04,62.23,55.06,1044.14,0,Wheat
25.07,495.41,32.6,6.33,28.96,23.77,18.11,291.93,0,Jowar
29.48,1251.39,77.78,5.74,81.93,77.51,78.18,480.54,1,Rice
29.33,1046.52,63.72,5.55,98.29,58.92,46.92,1411.74,1,Corn
19.37,1052.13,63.65,7.39,97.35,63.1,57.77,843.02,1,Corn
19.26,594.54,53.3,6.61,55.39,31.74,48.08,1683.89,1,Ragi
34.07,1835.26,70.92,5.73,110.71,68.88,54.88,10.18,1,Rice
25.94,1871.42,76.17,5.77,118.43,70.77,77.35,534.56,1,Rice
23.88,1618.94,82.19,6.26,87.42,74.6,74.67,517.18,1,Rice
26.16,882.77,56.9,6.17,85.69,45.55,48.13,865.33,1,Corn
24.08,660.5,54.25,6.07,42.61,32.93,54.87,885.22,1,Ragi
34.58,1743.48,89.54,6.5,105.42,46.66,75.3,256.69,1,Rice
34.0,1692.33,88.36,6.84,87.11,42.29,43.55,6.13,1,Rice
19.3,863.0,56.45,6.49,45.92,40.91,48.03,1758.92,1,Ragi
22.85,2367.68,79.33,6.72,114.05,62.13,59.96,250.84,1,Rice
32.32,670.05,58.05,6.94,68.46,35.14,34.43,398.02,0,Jowar
21.43,936.75,31.72,7.92,57.17,31.03,28.77,18.25,0,Jowar
21.54,902.59,69.08,7.25,66.78,64.82,43.26,554.09,1,Corn
13.07,701.84,42.71,6.53,59.01,43.71,47.45,2435.47,0,Wheat
25.37,630.98,44.53,7.46,48.24,45.82,48.44,169.12,0,Jowar
26.98,749.11,67.65,6.3,85.02,69.1,67.38,297.58,1,Corn
10.64,675.38,56.71,6.33,75.32,43.93,64.84,1855.44,0,Wheat
6.55,424.25,46.61,7.13,74.41,59.11,41.49,1220.55,0,Wheat
16.79,680.29,50.33,6.86,60.16,31.38,29.59,713.31,1,Ragi
26.27,1271.07,76.61,7.32,90.41,46.41,40.31,756.16,1,Corn
34.38,1483.15,68.59,5.94,88.41,39.52,68.63,574.7,1,Rice
19.93,719.86,55.35,7.35,41.88,40.55,55.68,1075.09,1,Ragi
31.17,1010.75,55.62,5.61,70.5,44.73,57.17,526.23,1,Corn
29.57,506.73,57.54,6.63,66.67,33.05,57.59,811.76,1,Ragi
18.06,792.21,42.37,7.27,72.26,49.6,31.56,1514.76,1,Ragi
15.61,592.46,50.5,7.34,67.03,35.64,40.98,1748.96,0,Wheat
24.66,1011.31,48.04,6.81,41.62,41.59,49.13,778.6,1,Ragi
20.41,955.82,59.86,7.05,39.23,23.7,30.95,128.2,0,Jowar
23.58,528.67,47.87,7.12,67.33,25.55,38.94,405.5,0,Jowar
24.06,2348.64,78.95,5.71,96.6,63.93,42.66,522.68,1,Rice
22.2,860.07,38.16,6.82,43.14,45.18,23.21,276.95,0,Jowar
29.93,1443.85,59.43,5.69,66.25,54.16,62.94,471.66,1,Corn
18.76,1154.27,65.01,5.73,71.81,67.17,56.96,800.75,1,Corn
32.44,2170.94,65.45,5.81,94.68,59.29,64.64,220.45,1,Rice
34.29,1696.79,86.05,6.43,110.73,59.39,62.36,288.39,1,Rice
24.61,2084.9,62.2,5.55,90.35,58.54,74.76,436.61,1,Rice
19.52,842.4,45.19,5.56,42.26,32.66,60.8,905.67,1,Ragi
25.48,774.06,50.81,7.1,56.1,28.11,22.86,62.86,0,Jowar
25.55,1303.39,59.48,6.46,98.8,60.2,44.65,460.24,1,Corn
24.74,1992.13,76.68,6.46,82.98,76.39,78.79,354.09,1,Rice
12.06,402.8,56.62,6.09,56.31,33.45,60.08,829.01,0,Wheat
20.08,777.56,60.46,7.46,51.3,32.38,35.88,1574.61,0,Wheat
15.0,384.73,25.0,6.56,85.7,50.91,31.93,2736.86,0,Wheat
10.64,285.59,29.88,6.25,51.62,61.44,48.79,2338.56,0,Wheat
31.61,1510.49,62.91,7.51,67.75,48.62,43.68,636.19,1,Corn
20.33,905.55,56.5,6.23,58.68,37.18,30.68,111.09,0,Jowar
25.74,1500.39,65.77,6.12,115.3,59.6,46.84,39.4,1,Rice
